2025-05-28 15:36:17,065 - INFO - Using device: cpu
2025-05-28 15:36:17,162 - INFO - 数据加载成功
2025-05-28 15:36:17,164 - INFO - BirdsVariety 标准化前: ['Cobb', 'SZ901Plus', 'SZ901PLUS', 'SZ901/\nSZ901PLUS', 'SZ901', 'SZ901Plus/SZ901', 'Cobb500', 'SZ901plus', 'SZ901\nSZ901plus', 'SZ901 PIUS', 'SZ901\nSZ901Plus', 'Cobb 500', '901.0', 'SZ901/901plus', '901plus', 'CObb', 'cobb', 'SZ901 Plus', 'SZ901 PLUS', '901Plus']
2025-05-28 15:36:17,165 - INFO - BirdsVariety 标准化后: ['Cobb', 'SZ901 Plus']
2025-05-28 15:36:17,165 - INFO - BirdsVariety 编码: {'Cobb': 0, 'SZ901 Plus': 1}
2025-05-28 15:36:17,166 - INFO - FarmSupervisor 编码: {'丁家宝': 0, '余涛': 1, '公赔河': 2, '刘乾乾': 3, '史成志': 4, '姚闯': 5, '张换吉': 6, '张明明': 7, '张玉风': 8, '戈兆康': 9, '李明': 10, '李芳昌': 11, '李荣': 12, '李豪': 13, '杨健健': 14, '杨文杰': 15, '王勇': 16, '王志远': 17, '罗冲': 18, '薄明龙': 19, '陈智': 20, '陈铁楠': 21, '高阳阳': 22}
2025-05-28 15:36:17,175 - INFO - 训练集大小: 323, 批次数量: 6
2025-05-28 15:36:17,177 - INFO - 验证集大小: 81, 批次数量: 2
2025-05-28 15:36:17,188 - INFO - 使用 TransformerWithPostFusion 模型, hidden_dim=128, nhead=8, num_layers=3
2025-05-28 15:36:19,641 - INFO - Epoch 1/200 | Train Loss: 0.532060 | Val Loss: 1.576059 | Train R2: -1.1566 | Val R2: -0.9224 | Best Val R2: -0.9224
2025-05-28 15:36:19,981 - INFO - Epoch 2/200 | Train Loss: 0.428204 | Val Loss: 1.032906 | Train R2: -0.8652 | Val R2: -0.1784 | Best Val R2: -0.1784
2025-05-28 15:36:20,353 - INFO - Epoch 3/200 | Train Loss: 0.353742 | Val Loss: 1.053614 | Train R2: -0.4497 | Val R2: -0.2500 | Best Val R2: -0.1784
2025-05-28 15:36:20,797 - INFO - Epoch 4/200 | Train Loss: 0.337649 | Val Loss: 1.014406 | Train R2: -0.3859 | Val R2: -0.1704 | Best Val R2: -0.1704
2025-05-28 15:36:21,397 - INFO - Epoch 5/200 | Train Loss: 0.326345 | Val Loss: 0.945451 | Train R2: -0.3349 | Val R2: -0.0294 | Best Val R2: -0.0294
2025-05-28 15:36:21,939 - INFO - Epoch 6/200 | Train Loss: 0.313696 | Val Loss: 0.935987 | Train R2: -0.2248 | Val R2: -0.0015 | Best Val R2: -0.0015
2025-05-28 15:36:22,315 - INFO - Epoch 7/200 | Train Loss: 0.306647 | Val Loss: 0.935546 | Train R2: -0.1786 | Val R2: -0.0128 | Best Val R2: -0.0015
2025-05-28 15:36:22,841 - INFO - Epoch 8/200 | Train Loss: 0.300820 | Val Loss: 0.937242 | Train R2: -0.1670 | Val R2: -0.0214 | Best Val R2: -0.0015
2025-05-28 15:36:23,292 - INFO - Epoch 9/200 | Train Loss: 0.294383 | Val Loss: 0.934334 | Train R2: -0.1053 | Val R2: -0.0191 | Best Val R2: -0.0015
2025-05-28 15:36:23,815 - INFO - Epoch 10/200 | Train Loss: 0.293257 | Val Loss: 0.933244 | Train R2: -0.1715 | Val R2: -0.0177 | Best Val R2: -0.0015
2025-05-28 15:36:24,198 - INFO - Epoch 11/200 | Train Loss: 0.297509 | Val Loss: 0.935506 | Train R2: -0.2106 | Val R2: -0.0060 | Best Val R2: -0.0015
2025-05-28 15:36:24,682 - INFO - Epoch 12/200 | Train Loss: 0.298438 | Val Loss: 0.968573 | Train R2: -0.2277 | Val R2: -0.0686 | Best Val R2: -0.0015
2025-05-28 15:36:25,042 - INFO - Epoch 13/200 | Train Loss: 0.306565 | Val Loss: 0.954178 | Train R2: -0.2858 | Val R2: -0.0991 | Best Val R2: -0.0015
2025-05-28 15:36:25,692 - INFO - Epoch 14/200 | Train Loss: 0.293206 | Val Loss: 0.994991 | Train R2: -0.1996 | Val R2: -0.1681 | Best Val R2: -0.0015
2025-05-28 15:36:26,260 - INFO - Epoch 15/200 | Train Loss: 0.286327 | Val Loss: 0.982534 | Train R2: -0.1949 | Val R2: -0.1443 | Best Val R2: -0.0015
